1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0D74599E,0,37,0,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0D74599E,0,0,0,38,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0D9F5C50,80,0,0,0,23,0,25,0,0CB4D506,223805.691,110722,A,4,0,51
0D9F5C50,0,0,0,0,0,2C,0,0,0CB4D506,223805.691,110722,A,4,0,51
0D9F5C50,0,0,0,0,0,0,0,30,0CB4D506,223805.691,110722,A,4,0,51
0DA9FC4E,AE,0,0,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0DA9FC4E,0,0,30,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0DA9FC4E,0,0,0,3D,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0DA9FC4F,0,22,0,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0DE8D189,A3,0,22,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0DE8D189,0,2E,0,2D,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0E06CE20,AE,0,2E,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0E06CE20,0,0,0,34,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0E06CE20,0,3A,0,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0E18CE8B,80,0,2B,0,0,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0E18CE8B,0,0,0,0,33,0,0,0,0CB4D506,223805.691,110722,A,4,0,51
0E18CE8B,0,0,0,3F,0,3E,0,0,0CB4D506,223805.691,110722,A,4,0,51
0E5E3E64,B0,0,36,0,0,0,0,0,0E324D46,223806.683,110722,A,4,0,59
0E5E3E64,0,0,0,3C,0,0,0,0,0E324D46,223806.683,110722,A,4,0,59
0E5E3E65,0,28,0,0,0,0,0,0,0E324D46,223806.683,110722,A,4,0,59
0EE25260,80,0,0,0,26,0,27,0,0E324D46,223806.683,110722,A,4,0,59
0EE25260,0,0,0,0,0,31,0,35,0E324D46,223806.683,110722,A,4,0,59
0EE775B3,B8,0,3A,0,0,0,0,0,0E324D46,223806.683,110722,A,4,0,59
0EE775B4,0,22,0,22,0,0,0,0,0E324D46,223806.683,110722,A,4,0,59
